level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	51	221	297	26	-1	
3	1	1	1	0	0	51	221	297	26	-1	
4	1	1	1	1	0	51	221	297	26	-1	
5	1	1	1	1	1	51	222	65	19	96	Free
5	1	1	1	1	2	128	221	50	20	93	the
5	1	1	1	1	3	189	221	159	26	89	finger-pad
2	1	2	0	0	0	0	174	640	372	-1	
3	1	2	1	0	0	0	174	640	372	-1	
4	1	2	1	1	0	0	174	640	372	-1	
5	1	2	1	1	1	0	174	640	372	95	 
2	1	3	0	0	0	210	274	377	74	-1	
3	1	3	1	0	0	210	274	377	74	-1	
4	1	3	1	1	0	212	274	307	11	-1	
5	1	3	1	1	1	212	274	56	9	92	“WAVES:
5	1	3	1	1	2	279	274	79	9	92	AWearable
5	1	3	1	1	3	363	275	85	10	96	Asymmetric
5	1	3	1	1	4	454	274	65	9	96	Vibration
4	1	3	1	2	0	211	290	374	11	-1	
5	1	3	1	2	1	211	290	69	9	96	Excitation
5	1	3	1	2	2	286	290	50	11	94	System
5	1	3	1	2	3	343	290	18	9	94	for
5	1	3	1	2	4	368	290	76	11	93	Presenting
5	1	3	1	2	5	450	290	135	9	88	Three-Dimensional
4	1	3	1	3	0	211	306	376	11	-1	
5	1	3	1	3	1	211	306	78	9	91	Translation
5	1	3	1	3	2	295	306	25	9	96	and
5	1	3	1	3	3	328	307	59	8	96	Rotation
5	1	3	1	3	4	393	306	43	11	96	Cues”,
5	1	3	1	3	5	443	296	56	28	96	Heather
5	1	3	1	3	6	498	296	89	28	95	Culbertson,
4	1	3	1	4	0	210	323	335	10	-1	
5	1	3	1	4	1	210	323	18	9	93	Julie
5	1	3	1	4	2	247	323	18	9	92	M.
5	1	3	1	4	3	271	323	52	10	96	Walker,
5	1	3	1	4	4	329	323	56	9	93	Michael
5	1	3	1	4	5	392	323	45	10	93	Raitor,
5	1	3	1	4	6	443	323	25	9	96	and
5	1	3	1	4	7	474	323	47	9	92	Allison
5	1	3	1	4	8	528	323	17	9	88	M.
4	1	3	1	5	0	210	339	140	9	-1	
5	1	3	1	5	1	210	339	65	9	89	Okamura.
5	1	3	1	5	2	287	339	23	9	90	CHI
5	1	3	1	5	3	316	339	34	9	93	2017.
2	1	4	0	0	0	237	415	352	74	-1	
3	1	4	1	0	0	237	415	352	74	-1	
4	1	4	1	1	0	301	415	288	11	-1	
5	1	4	1	1	1	301	415	72	11	91	“HapCube:
5	1	4	1	1	2	382	416	10	8	96	A
5	1	4	1	1	3	397	415	68	9	96	Wearable
5	1	4	1	1	4	471	415	46	9	96	Tactile
5	1	4	1	1	5	523	416	46	8	95	Device
5	1	4	1	1	6	575	416	14	8	82	to
4	1	4	1	2	0	237	427	349	29	-1	
5	1	4	1	2	1	237	427	8	29	87	4
5	1	4	1	2	2	301	431	53	9	96	Provide
5	1	4	1	2	3	359	431	73	11	96	Tangential
5	1	4	1	2	4	438	431	25	9	96	and
5	1	4	1	2	5	470	431	52	9	93	Normal
5	1	4	1	2	6	529	431	57	9	92	Pseudo-
4	1	4	1	3	0	261	443	312	16	-1	
5	1	4	1	3	1	261	443	7	9	5	§
5	1	4	1	3	2	301	448	37	8	40	Force
5	1	4	1	3	3	345	447	68	9	96	Feedback
5	1	4	1	3	4	418	450	17	6	94	on
5	1	4	1	3	5	441	450	6	6	94	a
5	1	4	1	3	6	454	447	72	12	92	Fingertip”,
5	1	4	1	3	7	533	448	40	8	96	Hwan
4	1	4	1	4	0	301	464	256	11	-1	
5	1	4	1	4	1	301	464	29	10	93	Kim,
5	1	4	1	4	2	337	464	87	11	92	HyeonBeom
5	1	4	1	4	3	430	464	16	10	92	Yi,
5	1	4	1	4	4	452	464	38	11	92	Hyein
5	1	4	1	4	5	498	464	27	10	95	Lee,
5	1	4	1	4	6	531	464	26	9	93	and
4	1	4	1	5	0	300	480	165	9	-1	
5	1	4	1	5	1	300	480	60	9	86	Woohun
5	1	4	1	5	2	367	480	23	9	96	Lee.
5	1	4	1	5	3	401	480	23	9	88	CHI
5	1	4	1	5	4	431	480	34	9	95	2018.

