level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	119	251	402	16	-1	
3	1	1	1	0	0	119	251	402	16	-1	
4	1	1	1	1	0	119	251	402	16	-1	
5	1	1	1	1	1	119	251	120	16	91	Commodity
5	1	1	1	1	2	248	251	124	13	91	Smartwatch
5	1	1	1	1	3	382	251	27	13	96	for
5	1	1	1	1	4	418	251	103	13	96	Feedback
2	1	2	0	0	0	107	297	184	43	-1	
3	1	2	1	0	0	107	297	184	43	-1	
4	1	2	1	1	0	107	297	184	10	-1	
5	1	2	1	1	1	107	302	5	4	89	=
5	1	2	1	1	2	123	297	108	10	94	Convenience
5	1	2	1	1	3	238	298	53	9	96	device
4	1	2	1	2	0	118	316	142	11	-1	
5	1	2	1	2	1	118	320	5	3	60	=
5	1	2	1	2	2	133	316	69	8	94	Pervasive,
5	1	2	1	2	3	213	319	47	8	96	passive
4	1	2	1	3	0	135	330	89	10	-1	
5	1	2	1	3	1	135	330	31	10	96	and
5	1	2	1	3	2	182	330	42	8	96	personal
2	1	3	0	0	0	107	368	197	43	-1	
3	1	3	1	0	0	107	368	197	43	-1	
4	1	3	1	1	0	107	368	83	11	-1	
5	1	3	1	1	1	107	373	5	3	82	=
5	1	3	1	1	2	123	368	22	10	95	On
5	1	3	1	1	3	154	368	36	11	96	body
4	1	3	1	2	0	123	385	181	12	-1	
5	1	3	1	2	1	123	385	63	12	96	typically
5	1	3	1	2	2	209	387	13	7	96	worn
5	1	3	1	2	3	241	387	19	7	95	on
5	1	3	1	2	4	267	385	37	9	95	wrist
4	1	3	1	3	0	123	401	181	10	-1	
5	1	3	1	3	1	123	401	15	10	93	of
5	1	3	1	3	2	144	401	113	10	93	non-dominant
5	1	3	1	3	3	265	401	39	10	95	hand
2	1	4	0	0	0	0	220	640	282	-1	
3	1	4	1	0	0	0	220	640	282	-1	
4	1	4	1	1	0	0	220	640	282	-1	
5	1	4	1	1	1	0	220	640	282	95	 

