level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	49	221	112	20	-1	
3	1	1	1	0	0	49	221	112	20	-1	
4	1	1	1	1	0	49	221	112	20	-1	
5	1	1	1	1	1	49	221	112	20	96	Limitation
2	1	2	0	0	0	48	297	427	42	-1	
3	1	2	1	0	0	48	297	427	42	-1	
4	1	2	1	1	0	48	297	427	18	-1	
5	1	2	1	1	1	48	297	27	14	96	The
5	1	2	1	1	2	81	297	70	14	93	thickness
5	1	2	1	1	3	157	297	15	14	96	of
5	1	2	1	1	4	177	297	24	14	97	the
5	1	2	1	1	5	207	301	50	10	95	sensor
5	1	2	1	1	6	263	301	10	10	91	is
5	1	2	1	1	7	279	299	25	12	91	not
5	1	2	1	1	8	310	297	84	18	92	completely
5	1	2	1	1	9	400	297	75	18	96	negligible
4	1	2	1	2	0	49	322	235	17	-1	
5	1	2	1	2	1	49	322	50	17	96	People
5	1	2	1	2	2	106	326	31	13	96	may
5	1	2	1	2	3	143	323	24	12	96	not
5	1	2	1	2	4	173	324	37	11	96	want
5	1	2	1	2	5	215	324	15	11	96	to
5	1	2	1	2	6	237	322	47	13	96	clench
2	1	3	0	0	0	48	370	316	17	-1	
3	1	3	1	0	0	48	370	316	17	-1	
4	1	3	1	1	0	48	370	316	17	-1	
5	1	3	1	1	1	48	371	19	12	95	An
5	1	3	1	1	2	75	371	34	12	96	EMG
5	1	3	1	1	3	116	374	49	9	96	sensor
5	1	3	1	1	4	171	374	31	13	95	may
5	1	3	1	1	5	209	370	17	14	96	be
5	1	3	1	1	6	232	374	7	9	91	a
5	1	3	1	1	7	246	370	45	14	91	future
5	1	3	1	1	8	297	370	67	14	96	direction
2	1	4	0	0	0	0	174	640	370	-1	
3	1	4	1	0	0	0	174	640	370	-1	
4	1	4	1	1	0	0	174	640	370	-1	
5	1	4	1	1	1	0	174	640	370	95	 
2	1	5	0	0	0	57	535	570	11	-1	
3	1	5	1	0	0	57	535	570	11	-1	
4	1	5	1	1	0	57	535	570	11	-1	
5	1	5	1	1	1	57	535	570	11	95	 

