level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	193	215	256	28	-1	
3	1	1	1	0	0	193	215	256	28	-1	
4	1	1	1	1	0	193	215	256	28	-1	
5	1	1	1	1	1	193	215	256	28	96	Conclusion
2	1	2	0	0	0	51	290	495	29	-1	
3	1	2	1	0	0	51	290	495	29	-1	
4	1	2	1	1	0	51	290	495	14	-1	
5	1	2	1	1	1	51	293	6	5	68	+
5	1	2	1	1	2	72	290	78	12	94	Fairness,
5	1	2	1	1	3	158	290	127	14	96	Accountability
5	1	2	1	1	4	292	290	32	11	96	and
5	1	2	1	1	5	331	290	120	14	96	Transparency
5	1	2	1	1	6	458	293	13	8	96	is
5	1	2	1	1	7	478	293	20	8	96	an
5	1	2	1	1	8	506	290	40	11	96	ideal
4	1	2	1	2	0	71	308	212	11	-1	
5	1	2	1	2	1	71	308	57	11	96	ethical
5	1	2	1	2	2	136	308	94	11	96	framework
5	1	2	1	2	3	237	308	23	11	96	for
5	1	2	1	2	4	267	308	16	11	95	Al
2	1	3	0	0	0	71	346	520	29	-1	
3	1	3	1	0	0	71	346	520	29	-1	
4	1	3	1	1	0	71	346	520	14	-1	
5	1	3	1	1	1	71	346	27	11	96	We
5	1	3	1	1	2	106	346	41	11	96	have
5	1	3	1	1	3	154	346	124	11	96	demonstrated
5	1	3	1	1	4	285	346	31	11	96	this
5	1	3	1	1	5	323	346	67	14	96	through
5	1	3	1	1	6	398	349	29	8	97	our
5	1	3	1	1	7	433	346	115	11	96	collaboration
5	1	3	1	1	8	556	346	35	11	96	with
4	1	3	1	2	0	72	364	28	11	-1	
5	1	3	1	2	1	72	364	28	11	90	LNI
2	1	4	0	0	0	71	402	492	31	-1	
3	1	4	1	0	0	71	402	492	31	-1	
4	1	4	1	1	0	71	402	492	14	-1	
5	1	4	1	1	1	71	402	27	11	96	We
5	1	4	1	1	2	106	402	36	11	91	look
5	1	4	1	1	3	149	402	66	11	96	forward
5	1	4	1	1	4	223	403	16	10	96	to
5	1	4	1	1	5	247	405	48	11	96	many
5	1	4	1	1	6	302	405	44	8	96	more
5	1	4	1	1	7	353	405	47	11	96	years
5	1	4	1	1	8	407	402	17	11	96	of
5	1	4	1	1	9	431	402	31	11	91	HCI
5	1	4	1	1	10	470	402	53	14	96	taking
5	1	4	1	1	11	532	402	31	10	96	FAT
4	1	4	1	2	0	71	420	78	13	-1	
5	1	4	1	2	1	71	420	78	13	94	seriously
2	1	5	0	0	0	0	174	640	372	-1	
3	1	5	1	0	0	0	174	640	372	-1	
4	1	5	1	1	0	0	174	640	372	-1	
5	1	5	1	1	1	0	174	640	372	95	 

