level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	640	720	-1	
2	1	1	0	0	0	25	224	517	26	-1	
3	1	1	1	0	0	25	224	517	26	-1	
4	1	1	1	1	0	25	224	517	26	-1	
5	1	1	1	1	1	25	225	73	24	96	Paper
5	1	1	1	1	2	106	230	118	20	96	summary
5	1	1	1	1	3	233	224	36	26	96	(50
5	1	1	1	1	4	280	230	75	20	96	pages
5	1	1	1	1	5	365	225	20	19	95	in
5	1	1	1	1	6	395	225	13	19	96	8
5	1	1	1	1	7	418	224	124	26	96	sections):
2	1	2	0	0	0	32	275	291	24	-1	
3	1	2	1	0	0	32	275	291	24	-1	
4	1	2	1	1	0	32	275	291	24	-1	
5	1	2	1	1	1	32	275	19	19	95	1.
5	1	2	1	1	2	62	275	142	24	95	Importance
5	1	2	1	1	3	213	275	25	20	96	of
5	1	2	1	1	4	247	275	76	20	96	habits
2	1	3	0	0	0	78	307	206	20	-1	
3	1	3	1	0	0	78	307	206	20	-1	
4	1	3	1	1	0	78	307	206	20	-1	
5	1	3	1	1	1	78	307	93	20	92	heories
5	1	3	1	1	2	180	307	18	20	93	&
5	1	3	1	1	3	208	307	76	20	96	habits
2	1	4	0	0	0	31	372	317	90	-1	
3	1	4	1	0	0	31	372	317	90	-1	
4	1	4	1	1	0	31	372	317	25	-1	
5	1	4	1	1	1	31	372	20	20	95	4.
5	1	4	1	1	2	61	372	127	25	96	Strategies
5	1	4	1	1	3	198	373	23	19	96	to
5	1	4	1	1	4	232	373	116	19	96	intervene
4	1	4	1	2	0	32	404	252	26	-1	
5	1	4	1	2	1	32	405	19	19	96	5.
5	1	4	1	2	2	62	404	85	26	95	Design
5	1	4	1	2	3	159	404	125	25	95	Principles
4	1	4	1	3	0	31	436	171	26	-1	
5	1	4	1	3	1	31	437	20	20	96	6.
5	1	4	1	3	2	61	436	141	26	96	Challenges
2	1	5	0	0	0	31	469	239	52	-1	
3	1	5	1	0	0	31	469	239	52	-1	
4	1	5	1	1	0	31	469	239	20	-1	
5	1	5	1	1	1	31	470	20	19	95	7.
5	1	5	1	1	2	62	469	81	20	96	Future
5	1	5	1	1	3	153	469	117	20	96	Research
4	1	5	1	2	0	31	501	189	20	-1	
5	1	5	1	2	1	31	502	20	19	96	8.
5	1	5	1	2	2	61	501	159	20	96	Conclusions
2	1	6	0	0	0	0	174	640	372	-1	
3	1	6	1	0	0	0	174	640	372	-1	
4	1	6	1	1	0	0	174	640	372	-1	
5	1	6	1	1	1	0	174	640	372	95	 

